"","gene","compound","tissue","estimate","n","fdr","mDataType","gene_seq_start","gene_seq_end","strand","chr","pvalue"
"212","ENSG00000011021","Linsitinib","Lymphoid",-0.283889749944338,NA,NA,"rna",11806096,11848079,"+","chr1",0.0006052096238952
"213","ENSG00000011258","Cytarabine","Lymphoid",0.263499214000451,NA,NA,"rna",51177425,51260163,"-","chr17",0.0080269759486841
"214","ENSG00000011258","Daporinad","Lung",0.318736132071965,NA,NA,"rna",51177425,51260163,"-","chr17",0.0004193768200619
"215","ENSG00000011258","Entinostat","Lung",0.196165284737755,NA,NA,"rna",51177425,51260163,"-","chr17",0.119930521821951
"216","ENSG00000011258","Olaparib","Lung",0.165541057142577,NA,NA,"rna",51177425,51260163,"-","chr17",0.301686425980079
"217","ENSG00000011258","Panobinostat","Lung",0.328774618556678,NA,NA,"rna",51177425,51260163,"-","chr17",0.0134543581986301
"218","ENSG00000011258","Vorinostat","Lung",0.268643676173273,NA,NA,"rna",51177425,51260163,"-","chr17",0.0038754322425413
"219","ENSG00000011304","Navitoclax","Lung",0.262804518413589,NA,NA,"rna",797075,812327,"+","chr19",0.0067125344002028
"220","ENSG00000011304","PD-0325901","Lung",-0.246539608805264,NA,NA,"rna",797075,812327,"+","chr19",0.0045332993230398
"221","ENSG00000011332","Daporinad","Lung",0.365854473667667,NA,NA,"rna",38211006,38229714,"-","chr19",2.35637866e-08
"222","ENSG00000011332","Navitoclax","Lung",0.392470018568133,NA,NA,"rna",38211006,38229714,"-","chr19",2.2768462946e-06
"223","ENSG00000011422","Crizotinib","Lymphoid",0.452919309136367,NA,NA,"rna",43646095,43670547,"-","chr19",2.4985861437e-06
"224","ENSG00000011422","Daporinad","Lung",-0.407330951160873,NA,NA,"rna",43646095,43670547,"-","chr19",2.35637866e-08
"225","ENSG00000011422","Dasatinib","Lung",0.49708152215335,NA,NA,"rna",43646095,43670547,"-","chr19",2.35637866e-08
"226","ENSG00000011422","PD-0325901","Lung",0.412688560443524,NA,NA,"rna",43646095,43670547,"-","chr19",2.35637866e-08
"227","ENSG00000011422","Trametinib","Lung",0.55085947850681,NA,NA,"rna",43646095,43670547,"-","chr19",2.35637866e-08
"228","ENSG00000011422","Vorinostat","Lung",-0.206306244152239,NA,NA,"rna",43646095,43670547,"-","chr19",2.7805268863e-06
"229","ENSG00000011485","Navitoclax","Lung",0.283588522999747,NA,NA,"rna",46347087,46392981,"+","chr19",1.7201564635e-06
"230","ENSG00000011638","Navitoclax","Lung",-0.371783765300984,NA,NA,"rna",21158377,21180616,"+","chr16",6.00109919151e-05
"231","ENSG00000011638","Nvp-tae 684","Lymphoid",-0.530780382878059,NA,NA,"rna",21158377,21180616,"+","chr16",2.35637866e-08
"232","ENSG00000011638","Trametinib","Lung",0.405105345296351,NA,NA,"rna",21158377,21180616,"+","chr16",2.35637866e-08
"233","ENSG00000011638","Vorinostat","Lung",-0.325854772017361,NA,NA,"rna",21158377,21180616,"+","chr16",2.35637866e-08
"234","ENSG00000012048","Alisertib","Lung",0.381963895668441,NA,NA,"rna",43044295,43170245,"-","chr17",2.271428993e-07
"235","ENSG00000012048","PD-0325901","Lung",-0.328855091947894,NA,NA,"rna",43044295,43170245,"-","chr17",2.35637866e-08
"236","ENSG00000012048","Vorinostat","Lung",0.149898136400528,NA,NA,"rna",43044295,43170245,"-","chr17",0.131933557933581
"237","ENSG00000012124","Linsitinib","Lymphoid",-0.329475248132555,NA,NA,"rna",35319261,35347361,"+","chr19",0.0014531404734456
"238","ENSG00000012124","Nvp-tae 684","Lymphoid",-0.471949719859617,NA,NA,"rna",35319261,35347361,"+","chr19",2.35637866e-08
"239","ENSG00000012124","Unii-40E3azg1MX","Lymphoid",-0.387160429796222,NA,NA,"rna",35319261,35347361,"+","chr19",2.35637866e-08
"240","ENSG00000012963","Navitoclax","Lung",0.441120479925796,NA,NA,"rna",93207241,93229215,"+","chr14",2.35637866e-08
"241","ENSG00000012963","Palbociclib","Lung",-0.295637185255699,NA,NA,"rna",93207241,93229215,"+","chr14",0.0164625107325509
"242","ENSG00000012963","Trametinib","Lung",-0.430205198596497,NA,NA,"rna",93207241,93229215,"+","chr14",2.35637866e-08
"243","ENSG00000013288","Daporinad","Lung",-0.386961909509949,NA,NA,"rna",6575189,6623362,"+","chr4",2.26780335779e-05
"244","ENSG00000013288","Vorinostat","Lung",-0.285678337058586,NA,NA,"rna",6575189,6623362,"+","chr4",2.35637866e-08
"245","ENSG00000013364","Alisertib","Lung",-0.346123085036549,NA,NA,"rna",29820394,29848039,"+","chr16",9.4414249851e-06
"246","ENSG00000013364","Cytarabine","Lymphoid",-0.488061822061894,NA,NA,"rna",29820394,29848039,"+","chr16",2.35637866e-08
"247","ENSG00000013364","Daporinad","Lung",-0.476993145784085,NA,NA,"rna",29820394,29848039,"+","chr16",2.35637866e-08
"248","ENSG00000013364","Daporinad","Lymphoid",-0.358015550706231,NA,NA,"rna",29820394,29848039,"+","chr16",0.0223674735216473
"249","ENSG00000013364","Dasatinib","Lung",0.41813848485421,NA,NA,"rna",29820394,29848039,"+","chr16",0.0001959272092918
"250","ENSG00000013364","Navitoclax","Lung",-0.395397280678116,NA,NA,"rna",29820394,29848039,"+","chr16",5.84650225842e-05
"251","ENSG00000013364","Selumetinib","Lung",0.377341969802988,NA,NA,"rna",29820394,29848039,"+","chr16",1.2707913e-07
"252","ENSG00000013364","Trametinib","Lung",0.54464728351168,NA,NA,"rna",29820394,29848039,"+","chr16",2.35637866e-08
"253","ENSG00000013364","Vorinostat","Lung",-0.37013184329263,NA,NA,"rna",29820394,29848039,"+","chr16",2.35637866e-08
"254","ENSG00000013523","Panobinostat","Lung",0.179386525755823,NA,NA,"rna",76786168,76826246,"-","chr14",0.152892154622357
"255","ENSG00000013573","PD-0325901","Lung",-0.205062212072245,NA,NA,"rna",31073860,31104799,"+","chr12",0.0816429086553892
"256","ENSG00000013583","Linsitinib","Lymphoid",0.331847823196585,NA,NA,"rna",12974870,13000265,"-","chr12",4.71275743e-08
"257","ENSG00000013588","Daporinad","Lung",-0.495818188513875,NA,NA,"rna",12890782,12917937,"+","chr12",2.35637866e-08
"258","ENSG00000013588","Dasatinib","Lung",0.445158312959508,NA,NA,"rna",12890782,12917937,"+","chr12",2.35637866e-08
"259","ENSG00000013588","Navitoclax","Lung",-0.40758151092317,NA,NA,"rna",12890782,12917937,"+","chr12",3.6840146919e-06
"260","ENSG00000013588","PD-0325901","Lung",0.463522405665354,NA,NA,"rna",12890782,12917937,"+","chr12",2.35637866e-08
"261","ENSG00000013588","Panobinostat","Lung",-0.442417662963427,NA,NA,"rna",12890782,12917937,"+","chr12",2.35637866e-08
"262","ENSG00000013588","Saracatinib","Lung",0.286492130926288,NA,NA,"rna",12890782,12917937,"+","chr12",0.0450662853484954
"263","ENSG00000013588","Selumetinib","Lung",0.424254843022918,NA,NA,"rna",12890782,12917937,"+","chr12",2.002147785e-07
"264","ENSG00000013588","Sorafenib","Lung",-0.199188190105546,NA,NA,"rna",12890782,12917937,"+","chr12",0.0625536563789147
"265","ENSG00000013588","Topotecan","Lung",-0.312849340178843,NA,NA,"rna",12890782,12917937,"+","chr12",5.41967105e-07
"266","ENSG00000013588","Trametinib","Lung",0.615322852847332,NA,NA,"rna",12890782,12917937,"+","chr12",2.35637866e-08
"267","ENSG00000013588","Vorinostat","Lung",-0.369542394196017,NA,NA,"rna",12890782,12917937,"+","chr12",2.35637866e-08
"268","ENSG00000013588","YK 4-279","Lung",-0.248309107090725,NA,NA,"rna",12890782,12917937,"+","chr12",0.0366357864293421
"269","ENSG00000013619","Dasatinib","Lung",0.257500527344008,NA,NA,"rna",150361422,150514178,"+","chrX",0.0131222839670575
"270","ENSG00000014138","PD-0325901","Lung",-0.279858316242675,NA,NA,"rna",65261920,65305589,"+","chr11",0.0033803215929565
"271","ENSG00000014914","Nvp-tae 684","Lymphoid",0.607996286248604,NA,NA,"rna",149928651,149936879,"-","chr1",2.35637866e-08
"272","ENSG00000015133","Entinostat","Lung",0.0591668444420132,NA,NA,"rna",91271323,91417844,"-","chr14",0.875570326678473
"273","ENSG00000016082","Daporinad","Lung",0.415437842420421,NA,NA,"rna",51383448,51394730,"+","chr5",2.35637866e-08
"274","ENSG00000016082","Navitoclax","Lung",0.382800386938805,NA,NA,"rna",51383448,51394730,"+","chr5",9.6448756784e-06
"275","ENSG00000016082","Palbociclib","Lung",-0.357104871410215,NA,NA,"rna",51383448,51394730,"+","chr5",3.298930204e-07
"276","ENSG00000016082","Trametinib","Lung",-0.432867515150387,NA,NA,"rna",51383448,51394730,"+","chr5",2.35637866e-08
"277","ENSG00000016864","Linsitinib","Lymphoid",0.359952502396509,NA,NA,"rna",52694488,52706032,"-","chr3",0.0008327259927554
"278","ENSG00000016864","Unii-40E3azg1MX","Lymphoid",0.365930118080399,NA,NA,"rna",52694488,52706032,"-","chr3",0.0002384234569338
"279","ENSG00000018189","Daporinad","Lung",0.426643701085608,NA,NA,"rna",70704204,70808619,"+","chr4",2.35637866e-08
"280","ENSG00000018189","Dasatinib","Lung",-0.329923504942544,NA,NA,"rna",70704204,70808619,"+","chr4",2.35637872e-08
"281","ENSG00000018189","Doxorubicin","Lung",-0.160715149676721,NA,NA,"rna",70704204,70808619,"+","chr4",0.158201988548724
"282","ENSG00000018189","Navitoclax","Lung",0.361142277288297,NA,NA,"rna",70704204,70808619,"+","chr4",2.35637866e-08
"283","ENSG00000018189","PD-0325901","Lung",-0.429302349179012,NA,NA,"rna",70704204,70808619,"+","chr4",2.35637866e-08
"284","ENSG00000018189","Selumetinib","Lung",-0.359876052405013,NA,NA,"rna",70704204,70808619,"+","chr4",1.301391128e-07
"285","ENSG00000018189","Trametinib","Lung",-0.538628894424092,NA,NA,"rna",70704204,70808619,"+","chr4",2.35637866e-08
"286","ENSG00000018408","Dabrafenib","Lung",0.193671813998667,NA,NA,"rna",149517235,149736714,"-","chr3",0.268904734027768
"287","ENSG00000018408","Dasatinib","Lung",0.436349208263904,NA,NA,"rna",149517235,149736714,"-","chr3",2.35637866e-08
"288","ENSG00000018408","Entinostat","Lung",-0.207587799811329,NA,NA,"rna",149517235,149736714,"-","chr3",0.100059572106393
"289","ENSG00000018408","Navitoclax","Lung",-0.456488241260665,NA,NA,"rna",149517235,149736714,"-","chr3",2.35637866e-08
"290","ENSG00000018408","PD-0325901","Lung",0.44811462721551,NA,NA,"rna",149517235,149736714,"-","chr3",2.35637866e-08
"291","ENSG00000018408","Palbociclib","Lung",0.247854438816436,NA,NA,"rna",149517235,149736714,"-","chr3",0.0550917295544174
"292","ENSG00000018408","Panobinostat","Lung",-0.465619958317667,NA,NA,"rna",149517235,149736714,"-","chr3",2.35637866e-08
"293","ENSG00000018408","Selumetinib","Lung",0.42082355939934,NA,NA,"rna",149517235,149736714,"-","chr3",2.35637866e-08
"294","ENSG00000018408","Trametinib","Lung",0.573566877087705,NA,NA,"rna",149517235,149736714,"-","chr3",2.35637866e-08
"295","ENSG00000018408","Vorinostat","Lung",-0.417819735659131,NA,NA,"rna",149517235,149736714,"-","chr3",2.35637866e-08
"296","ENSG00000018699","Doxorubicin","Lung",0.284028473641349,NA,NA,"rna",32628032,32821051,"+","chr2",0.0092479317068983
"297","ENSG00000018699","Navitoclax","Lung",-0.40791905442304,NA,NA,"rna",32628032,32821051,"+","chr2",2.007419134e-07
"298","ENSG00000019549","AZD7762","Breast",0.452319013741126,NA,NA,"rna",48917598,48921740,"-","chr8",1.7388867828e-06
"299","ENSG00000019549","Bosutinib","Breast",0.488384375081959,NA,NA,"rna",48917598,48921740,"-","chr8",9.312521633e-07
"300","ENSG00000020577","Dasatinib","Lung",0.476820068563505,NA,NA,"rna",54566117,54793315,"+","chr14",2.35637866e-08
"301","ENSG00000020577","PD-0325901","Lung",0.311119894974037,NA,NA,"rna",54566117,54793315,"+","chr14",0.0001069633103603
"302","ENSG00000020577","Panobinostat","Lung",-0.337903917377852,NA,NA,"rna",54566117,54793315,"+","chr14",2.35637872e-08
"303","ENSG00000020577","Saracatinib","Lung",0.289591037873179,NA,NA,"rna",54566117,54793315,"+","chr14",0.0108158346256271
"304","ENSG00000020577","YK 4-279","Lung",-0.235037075954043,NA,NA,"rna",54566117,54793315,"+","chr14",0.0274659464051321
"305","ENSG00000021355","Daporinad","Lung",-0.434504799688085,NA,NA,"rna",2832332,2841959,"-","chr6",2.35637866e-08
"306","ENSG00000021355","Navitoclax","Lung",-0.320155425518412,NA,NA,"rna",2832332,2841959,"-","chr6",0.0003256632977588
"307","ENSG00000021355","PD-0325901","Lung",0.425118577335073,NA,NA,"rna",2832332,2841959,"-","chr6",2.35637866e-08
"308","ENSG00000021355","Selumetinib","Lung",0.414024901045447,NA,NA,"rna",2832332,2841959,"-","chr6",6.87287713e-08
"309","ENSG00000021355","Trametinib","Lung",0.556326555742744,NA,NA,"rna",2832332,2841959,"-","chr6",2.35637866e-08
"310","ENSG00000022267","Linsitinib","Lymphoid",0.350170333638466,NA,NA,"rna",136146702,136211359,"+","chrX",2.38257188564e-05
"311","ENSG00000023191","Trametinib","Lung",0.337026639501435,NA,NA,"rna",494512,507300,"-","chr11",4.477119563e-07
"312","ENSG00000023445","Cytarabine","Lymphoid",-0.458456744423369,NA,NA,"rna",102317450,102339403,"+","chr11",2.35637866e-08
"313","ENSG00000023445","Daporinad","Lung",-0.421263276596535,NA,NA,"rna",102317450,102339403,"+","chr11",8.0878021137e-06
"314","ENSG00000023445","Panobinostat","Lung",-0.373267686112421,NA,NA,"rna",102317450,102339403,"+","chr11",1.359142817e-06
"315","ENSG00000023839","Obatoclax","Lung",-0.123129244067832,NA,NA,"rna",99782640,99852594,"+","chr10",0.566414327524618
"316","ENSG00000023902","Alisertib","Lung",0.336064445635294,NA,NA,"rna",150149183,150164720,"+","chr1",2.35637866e-08
"317","ENSG00000023902","Daporinad","Lung",0.486294093049949,NA,NA,"rna",150149183,150164720,"+","chr1",2.35637866e-08
"318","ENSG00000023902","Gefitinib","Lung",-0.228207162687212,NA,NA,"rna",150149183,150164720,"+","chr1",0.028835879702026
"319","ENSG00000023902","PD-0325901","Lung",-0.432113865933042,NA,NA,"rna",150149183,150164720,"+","chr1",2.35637866e-08
"320","ENSG00000023902","Saracatinib","Lung",-0.270574696434959,NA,NA,"rna",150149183,150164720,"+","chr1",0.031235143583828
"321","ENSG00000023902","Selumetinib","Lung",-0.431629773275627,NA,NA,"rna",150149183,150164720,"+","chr1",2.35637866e-08
"322","ENSG00000023902","Trametinib","Lung",-0.485582285002595,NA,NA,"rna",150149183,150164720,"+","chr1",2.35637866e-08
"323","ENSG00000023902","Vorinostat","Lung",0.344221553528837,NA,NA,"rna",150149183,150164720,"+","chr1",2.35637866e-08
"324","ENSG00000023909","Tanespimycin","Lung",0.339046355956005,NA,NA,"rna",93885199,93909456,"-","chr1",5.5332597333e-06
"325","ENSG00000024422","Navitoclax","Lung",-0.342557816892916,NA,NA,"rna",47713422,47743134,"+","chr19",0.0010633320290128
"326","ENSG00000024422","PD-0325901","Lung",0.304128548607839,NA,NA,"rna",47713422,47743134,"+","chr19",0.0023043309608576
"327","ENSG00000024422","Panobinostat","Lung",-0.376818031863325,NA,NA,"rna",47713422,47743134,"+","chr19",2.35637866e-08
"328","ENSG00000024422","Trametinib","Lung",0.435306583110706,NA,NA,"rna",47713422,47743134,"+","chr19",1.573438475e-07
"329","ENSG00000025039","Dasatinib","Lung",-0.39917528748564,NA,NA,"rna",89364616,89412273,"-","chr6",2.35637866e-08
"330","ENSG00000025039","Saracatinib","Lung",-0.348526152145063,NA,NA,"rna",89364616,89412273,"-","chr6",1.41382723e-07
"331","ENSG00000025039","Trametinib","Lung",-0.438164646791713,NA,NA,"rna",89364616,89412273,"-","chr6",2.35637866e-08
"332","ENSG00000025156","Daporinad","Lung",0.558348167315771,NA,NA,"rna",122399551,122433119,"+","chr6",2.35637866e-08
"333","ENSG00000025156","Navitoclax","Lung",0.426864235445931,NA,NA,"rna",122399551,122433119,"+","chr6",5.105466415e-07
"334","ENSG00000025156","PD-0325901","Lung",-0.457176389147852,NA,NA,"rna",122399551,122433119,"+","chr6",2.35637866e-08
"335","ENSG00000025156","Palbociclib","Lung",-0.332803902430925,NA,NA,"rna",122399551,122433119,"+","chr6",0.0023379188794945
"336","ENSG00000025156","Panobinostat","Lung",0.37486343724177,NA,NA,"rna",122399551,122433119,"+","chr6",2.35637866e-08
"337","ENSG00000025156","Selumetinib","Lung",-0.429484669223524,NA,NA,"rna",122399551,122433119,"+","chr6",2.053033104e-07
"338","ENSG00000025156","Tanespimycin","Lung",-0.25464738629042,NA,NA,"rna",122399551,122433119,"+","chr6",0.0412634677844159
"339","ENSG00000025156","Trametinib","Lung",-0.611279721352963,NA,NA,"rna",122399551,122433119,"+","chr6",2.35637866e-08
"340","ENSG00000025156","Vorinostat","Lung",0.401621839637001,NA,NA,"rna",122399551,122433119,"+","chr6",2.35637866e-08
"341","ENSG00000026103","PD-0325901","Lung",0.446601222588099,NA,NA,"rna",88990531,89017059,"+","chr10",2.35637866e-08
"342","ENSG00000026103","Selumetinib","Lung",0.391621863565492,NA,NA,"rna",88990531,89017059,"+","chr10",7.56925077e-08
"343","ENSG00000026103","Trametinib","Lung",0.518260673979034,NA,NA,"rna",88990531,89017059,"+","chr10",2.35637866e-08
"344","ENSG00000026508","Dabrafenib","Lung",0.226473702431986,NA,NA,"rna",35138870,35232402,"+","chr11",0.09170505388221
"345","ENSG00000026508","Dasatinib","Lung",0.455743113845896,NA,NA,"rna",35138870,35232402,"+","chr11",2.35637866e-08
"346","ENSG00000026508","PD-0325901","Lung",0.435841985820071,NA,NA,"rna",35138870,35232402,"+","chr11",1.115567231e-07
"347","ENSG00000026508","Saracatinib","Lung",0.202999034382201,NA,NA,"rna",35138870,35232402,"+","chr11",0.110034023201123
"348","ENSG00000026508","Selumetinib","Lung",0.335634226601271,NA,NA,"rna",35138870,35232402,"+","chr11",3.58970932765e-05
"349","ENSG00000026508","Trametinib","Lung",0.587744844196405,NA,NA,"rna",35138870,35232402,"+","chr11",2.35637866e-08
"350","ENSG00000027644","Dasatinib","Lung",-0.146632780509223,NA,NA,"rna",156840063,156859117,"-","chr1",0.509269282575332
"351","ENSG00000027644","Panobinostat","Lung",0.177665819481569,NA,NA,"rna",156840063,156859117,"-","chr1",0.140543264496633
"352","ENSG00000027644","Saracatinib","Lung",-0.121544834562622,NA,NA,"rna",156840063,156859117,"-","chr1",0.659432199361692
"353","ENSG00000027847","Alisertib","Lung",-0.264306437085006,NA,NA,"rna",177600132,177610330,"+","chr5",1.4138272303e-06
"354","ENSG00000027847","Dasatinib","Lung",0.166919453430721,NA,NA,"rna",177600132,177610330,"+","chr5",0.008127503652387
"355","ENSG00000027847","Navitoclax","Lung",-0.282969042394896,NA,NA,"rna",177600132,177610330,"+","chr5",0.0134591811772237
"356","ENSG00000027869","Crizotinib","Lymphoid",0.432555654226183,NA,NA,"rna",156806243,156816862,"-","chr1",3.219748421e-06
"357","ENSG00000027869","Nvp-tae 684","Lymphoid",0.482984425059231,NA,NA,"rna",156806243,156816862,"-","chr1",2.35637866e-08
"358","ENSG00000028277","Crizotinib","Lymphoid",-0.29392521602154,NA,NA,"rna",42086110,42196585,"-","chr19",0.0004531038537848
"359","ENSG00000028277","Nvp-tae 684","Lymphoid",-0.442898342497627,NA,NA,"rna",42086110,42196585,"-","chr19",2.35637866e-08
"360","ENSG00000028839","Daporinad","Lung",0.480411927415916,NA,NA,"rna",133952170,133990432,"+","chr6",2.35637866e-08
"361","ENSG00000028839","Navitoclax","Lung",0.313970896481913,NA,NA,"rna",133952170,133990432,"+","chr6",0.0002467002445664
"362","ENSG00000028839","Panobinostat","Lung",0.315331683402084,NA,NA,"rna",133952170,133990432,"+","chr6",1.41382723e-07
"363","ENSG00000028839","Vorinostat","Lung",0.388465011113594,NA,NA,"rna",133952170,133990432,"+","chr6",2.35637866e-08
"364","ENSG00000029534","Linsitinib","Lymphoid",-0.241465147816899,NA,NA,"rna",41653220,41896762,"-","chr8",0.0324936407266477
"365","ENSG00000029639","Linsitinib","Lymphoid",-0.341876995406947,NA,NA,"rna",155256134,155314493,"-","chr6",1.9286044951e-06
"366","ENSG00000030582","Alisertib","Lung",-0.280931987983655,NA,NA,"rna",44345246,44353106,"+","chr17",0.0005083475984978
"367","ENSG00000030582","Daporinad","Lung",-0.408911389440526,NA,NA,"rna",44345246,44353106,"+","chr17",2.35637866e-08
"368","ENSG00000030582","Navitoclax","Lung",-0.291200196538689,NA,NA,"rna",44345246,44353106,"+","chr17",0.0141254669492932
"369","ENSG00000030582","PD-0325901","Lung",0.235875885490624,NA,NA,"rna",44345246,44353106,"+","chr17",0.0191446236509005
"370","ENSG00000030582","Palbociclib","Lung",0.255567910143265,NA,NA,"rna",44345246,44353106,"+","chr17",0.0191234447198633
"371","ENSG00000031823","Navitoclax","Lung",0.386291204602601,NA,NA,"rna",5916139,5978142,"-","chr19",2.35637866e-08
"372","ENSG00000032444","Dasatinib","Lung",0.118927986003361,NA,NA,"rna",7534004,7561764,"+","chr19",0.0210170601819124
